age,job,marital_status,education,balance_eur,housing_loan,personal_loan,communication_type,contacts_this_campaign,days_since_previous_contact,contacts_before_campaign,previous_campaign_outcome,subscribed,call_duration_minutes,days_since_previous_contact_nan,contacts_before_campaign_nan,date,weekday,month,was_contacted_before,job_group,has_loan,has_both_loan
28,blue-collar,Single,secondary,75,0,0,unknown,1,-1,0,unknown,0,0.11666666666666667,,,2010-06-01,Tuesday,June,0,Blue-collar/Service,0,0
32,management,Married,tertiary,1402,0,0,unknown,1,557,2,failure,0,0.8666666666666667,557.0,2.0,2010-06-01,Tuesday,June,1,Admin/Mgmt/Tech,0,0
45,management,Single,tertiary,0,0,0,unknown,1,-1,0,unknown,0,0.08333333333333333,,,2010-06-01,Tuesday,June,0,Admin/Mgmt/Tech,0,0
36,self-employed,Single,tertiary,134,0,1,unknown,1,-1,0,unknown,0,0.6,,,2010-06-01,Tuesday,June,0,Entrepreneur/Self-employed,1,0
34,technician,Single,secondary,1087,0,0,unknown,1,-1,0,unknown,0,0.11666666666666667,,,2010-06-01,Tuesday,June,0,Admin/Mgmt/Tech,0,0
29,blue-collar,Married,secondary,3310,0,0,cellular,2,117,2,failure,0,5.733333333333333,117.0,2.0,2010-06-02,Wednesday,June,1,Blue-collar/Service,0,0
49,admin.,Single,tertiary,228,1,0,cellular,1,92,1,success,1,6.783333333333333,92.0,1.0,2010-06-02,Wednesday,June,1,Admin/Mgmt/Tech,1,0
27,blue-collar,Single,tertiary,644,0,0,cellular,1,182,1,success,1,10.95,182.0,1.0,2010-06-02,Wednesday,June,1,Blue-collar/Service,0,0
28,admin.,Married,secondary,330,0,0,cellular,2,182,4,success,1,3.7666666666666666,182.0,4.0,2010-06-02,Wednesday,June,1,Admin/Mgmt/Tech,0,0
37,admin.,Single,tertiary,4708,0,0,cellular,1,181,2,success,1,3.966666666666667,181.0,2.0,2010-06-02,Wednesday,June,1,Admin/Mgmt/Tech,0,0
54,management,Single,tertiary,496,0,0,cellular,1,140,3,success,0,2.683333333333333,140.0,3.0,2010-06-02,Wednesday,June,1,Admin/Mgmt/Tech,0,0
65,admin.,Married,secondary,952,0,0,cellular,1,-1,0,unknown,1,5.166666666666667,,,2010-06-02,Wednesday,June,0,Admin/Mgmt/Tech,0,0
31,technician,Single,secondary,90,0,1,unknown,1,-1,0,unknown,0,0.5833333333333334,,,2010-06-04,Friday,June,0,Admin/Mgmt/Tech,1,0
27,blue-collar,Single,primary,268,0,0,unknown,1,-1,0,unknown,0,0.5333333333333333,,,2010-06-04,Friday,June,0,Blue-collar/Service,0,0
62,management,Married,tertiary,5008,0,0,telephone,2,-1,0,unknown,0,2.316666666666667,,,2010-06-04,Friday,June,0,Admin/Mgmt/Tech,0,0
30,technician,Single,secondary,1165,0,0,cellular,2,183,3,success,1,3.4,183.0,3.0,2010-06-04,Friday,June,1,Admin/Mgmt/Tech,0,0
39,housemaid,Single,secondary,70,0,0,cellular,2,128,8,success,0,5.766666666666667,128.0,8.0,2010-06-04,Friday,June,1,Blue-collar/Service,0,0
26,technician,Single,tertiary,1066,0,0,cellular,1,50,1,success,0,1.8666666666666667,50.0,1.0,2010-06-04,Friday,June,1,Admin/Mgmt/Tech,0,0
62,management,Married,tertiary,0,1,1,cellular,1,64,3,failure,0,1.7666666666666666,64.0,3.0,2010-06-04,Friday,June,1,Admin/Mgmt/Tech,1,1
30,management,Married,tertiary,1288,0,0,unknown,1,-1,0,unknown,0,0.1,,,2010-06-07,Monday,June,0,Admin/Mgmt/Tech,0,0
33,technician,Single,tertiary,172,0,0,unknown,1,-1,0,unknown,0,0.21666666666666667,,,2010-06-07,Monday,June,0,Admin/Mgmt/Tech,0,0
51,management,Married,tertiary,0,0,0,unknown,1,-1,0,unknown,1,5.033333333333333,,,2010-06-07,Monday,June,0,Admin/Mgmt/Tech,0,0
56,admin.,Married,secondary,699,0,0,unknown,1,-1,0,unknown,0,0.9,,,2010-06-07,Monday,June,0,Admin/Mgmt/Tech,0,0
22,services,Single,secondary,361,0,0,telephone,4,367,2,failure,0,2.3333333333333335,367.0,2.0,2010-06-07,Monday,June,1,Blue-collar/Service,0,0
68,retired,Married,unknown,3701,0,0,telephone,1,-1,0,unknown,0,2.4833333333333334,,,2010-06-08,Tuesday,June,0,Student/Retired/Unemployed,0,0
38,admin.,Married,secondary,0,1,0,cellular,1,181,2,success,1,3.1166666666666667,181.0,2.0,2010-06-08,Tuesday,June,1,Admin/Mgmt/Tech,1,0
36,technician,Single,secondary,2823,1,0,cellular,1,371,6,failure,1,3.5833333333333335,371.0,6.0,2010-06-08,Tuesday,June,1,Admin/Mgmt/Tech,1,0
35,management,Single,tertiary,3544,1,0,cellular,1,-1,0,unknown,1,6.333333333333333,,,2010-06-08,Tuesday,June,0,Admin/Mgmt/Tech,1,0
23,student,Single,tertiary,508,0,0,cellular,1,-1,0,unknown,0,9.066666666666666,,,2010-06-08,Tuesday,June,0,Student/Retired/Unemployed,0,0
63,retired,Single,secondary,1490,0,0,cellular,1,-1,0,unknown,1,8.433333333333334,,,2010-06-08,Tuesday,June,0,Student/Retired/Unemployed,0,0
39,services,Married,secondary,1970,1,0,unknown,1,404,2,success,0,0.5,404.0,2.0,2010-06-08,Tuesday,June,1,Blue-collar/Service,1,0
59,blue-collar,Married,secondary,448,0,0,unknown,1,651,7,other,0,3.3,651.0,7.0,2010-06-08,Tuesday,June,1,Blue-collar/Service,0,0
34,admin.,Married,secondary,592,1,0,unknown,1,-1,0,unknown,0,0.8166666666666667,,,2010-06-08,Tuesday,June,0,Admin/Mgmt/Tech,1,0
49,management,Single,tertiary,1405,0,0,unknown,1,-1,0,unknown,0,0.48333333333333334,,,2010-06-08,Tuesday,June,0,Admin/Mgmt/Tech,0,0
59,management,Married,tertiary,101,0,1,unknown,1,686,2,failure,0,0.48333333333333334,686.0,2.0,2010-06-09,Wednesday,June,1,Admin/Mgmt/Tech,1,0
63,retired,Married,primary,48,0,0,cellular,1,-1,0,unknown,1,4.183333333333334,,,2010-06-09,Wednesday,June,0,Student/Retired/Unemployed,0,0
34,management,Married,tertiary,158,0,0,cellular,1,92,9,success,1,3.1666666666666665,92.0,9.0,2010-06-09,Wednesday,June,1,Admin/Mgmt/Tech,0,0
36,services,Married,secondary,4721,0,0,cellular,1,92,5,success,1,2.5,92.0,5.0,2010-06-09,Wednesday,June,1,Blue-collar/Service,0,0
31,management,Married,tertiary,877,0,0,cellular,1,93,7,other,1,3.2,93.0,7.0,2010-06-09,Wednesday,June,1,Admin/Mgmt/Tech,0,0
28,management,Single,tertiary,187,0,0,cellular,1,92,1,success,1,3.433333333333333,92.0,1.0,2010-06-09,Wednesday,June,1,Admin/Mgmt/Tech,0,0
80,retired,Married,secondary,8304,0,0,telephone,1,64,12,failure,1,11.866666666666667,64.0,12.0,2010-06-09,Wednesday,June,1,Student/Retired/Unemployed,0,0
39,blue-collar,Married,secondary,276,0,0,cellular,2,-1,0,unknown,1,5.566666666666666,,,2010-06-09,Wednesday,June,0,Blue-collar/Service,0,0
34,services,Single,secondary,44,0,0,unknown,1,-1,0,unknown,0,1.9666666666666666,,,2010-06-09,Wednesday,June,0,Blue-collar/Service,0,0
83,retired,Married,tertiary,4761,0,0,telephone,2,93,1,success,0,4.9,93.0,1.0,2010-06-09,Wednesday,June,1,Student/Retired/Unemployed,0,0
31,management,Single,tertiary,147,0,0,cellular,2,92,3,success,1,2.716666666666667,92.0,3.0,2010-06-09,Wednesday,June,1,Admin/Mgmt/Tech,0,0
39,services,Married,secondary,323,0,0,cellular,2,188,6,failure,1,14.566666666666666,188.0,6.0,2010-06-09,Wednesday,June,1,Blue-collar/Service,0,0
50,admin.,Married,secondary,2971,0,0,cellular,2,-1,0,unknown,0,12.033333333333333,,,2010-06-09,Wednesday,June,0,Admin/Mgmt/Tech,0,0
27,admin.,Single,secondary,240,1,1,unknown,1,-1,0,unknown,0,0.7666666666666667,,,2010-06-09,Wednesday,June,0,Admin/Mgmt/Tech,1,1
50,technician,Single,tertiary,2,0,0,unknown,1,-1,0,unknown,0,39.81666666666667,,,2010-06-10,Thursday,June,0,Admin/Mgmt/Tech,0,0
30,blue-collar,Single,secondary,799,0,0,unknown,1,-1,0,unknown,1,11.233333333333333,,,2010-06-13,Weekend,June,0,Blue-collar/Service,0,0
73,retired,Married,primary,508,0,0,cellular,4,97,1,success,0,2.566666666666667,97.0,1.0,2010-06-14,Monday,June,1,Student/Retired/Unemployed,0,0
67,retired,Married,unknown,2540,0,0,telephone,5,116,4,other,1,4.633333333333334,116.0,4.0,2010-06-14,Monday,June,1,Student/Retired/Unemployed,0,0
29,blue-collar,Single,secondary,322,0,0,unknown,1,96,6,other,1,7.233333333333333,96.0,6.0,2010-06-14,Monday,June,1,Blue-collar/Service,0,0
36,management,Married,tertiary,495,0,0,cellular,1,94,9,success,1,3.1166666666666667,94.0,9.0,2010-06-14,Monday,June,1,Admin/Mgmt/Tech,0,0
24,student,Single,unknown,358,0,0,cellular,1,384,1,other,1,4.083333333333333,384.0,1.0,2010-06-14,Monday,June,1,Student/Retired/Unemployed,0,0
58,management,Married,tertiary,256,0,0,cellular,1,186,4,success,0,8.466666666666667,186.0,4.0,2010-06-14,Monday,June,1,Admin/Mgmt/Tech,0,0
30,technician,Single,secondary,2371,0,0,cellular,1,384,2,other,1,11.016666666666667,384.0,2.0,2010-06-14,Monday,June,1,Admin/Mgmt/Tech,0,0
21,student,Single,unknown,53,0,0,cellular,1,-1,0,unknown,1,4.5,,,2010-06-14,Monday,June,0,Student/Retired/Unemployed,0,0
27,admin.,Single,unknown,861,0,0,cellular,4,-1,0,unknown,1,3.533333333333333,,,2010-06-14,Monday,June,0,Admin/Mgmt/Tech,0,0
56,admin.,Married,secondary,602,0,0,cellular,1,130,8,success,1,7.633333333333334,130.0,8.0,2010-06-14,Monday,June,1,Admin/Mgmt/Tech,0,0
66,admin.,Married,secondary,4041,0,0,cellular,2,-1,0,unknown,1,11.883333333333333,,,2010-06-14,Monday,June,0,Admin/Mgmt/Tech,0,0
28,unemployed,Single,secondary,304,0,0,cellular,1,-1,0,unknown,0,8.6,,,2010-06-14,Monday,June,0,Student/Retired/Unemployed,0,0
71,retired,Single,primary,275,0,0,cellular,1,425,1,success,1,4.883333333333334,425.0,1.0,2010-06-14,Monday,June,1,Student/Retired/Unemployed,0,0
26,services,Single,tertiary,12,0,0,cellular,1,181,10,failure,1,9.383333333333333,181.0,10.0,2010-06-14,Monday,June,1,Blue-collar/Service,0,0
30,unemployed,Single,tertiary,4082,0,0,telephone,1,459,17,other,0,3.5833333333333335,459.0,17.0,2010-06-14,Monday,June,1,Student/Retired/Unemployed,0,0
30,admin.,Married,secondary,166,0,0,unknown,1,-1,0,unknown,0,0.5,,,2010-06-14,Monday,June,0,Admin/Mgmt/Tech,0,0
31,management,Married,tertiary,1126,0,0,unknown,1,-1,0,unknown,0,0.3333333333333333,,,2010-06-14,Monday,June,0,Admin/Mgmt/Tech,0,0
31,management,Single,tertiary,938,0,0,cellular,1,384,3,failure,0,7.866666666666666,384.0,3.0,2010-06-14,Monday,June,1,Admin/Mgmt/Tech,0,0
31,management,Single,tertiary,4533,0,0,cellular,3,98,3,other,0,4.366666666666666,98.0,3.0,2010-06-14,Monday,June,1,Admin/Mgmt/Tech,0,0
62,retired,Married,primary,1742,0,0,cellular,2,98,6,other,1,2.783333333333333,98.0,6.0,2010-06-14,Monday,June,1,Student/Retired/Unemployed,0,0
32,self-employed,Single,tertiary,46,1,0,cellular,2,-1,0,unknown,1,8.083333333333334,,,2010-06-14,Monday,June,0,Entrepreneur/Self-employed,1,0
68,retired,Single,primary,2027,0,0,cellular,2,92,2,success,1,10.316666666666666,92.0,2.0,2010-06-15,Tuesday,June,1,Student/Retired/Unemployed,0,0
37,admin.,Married,tertiary,3221,0,0,cellular,2,376,13,other,1,6.316666666666666,376.0,13.0,2010-06-15,Tuesday,June,1,Admin/Mgmt/Tech,0,0
27,management,Single,tertiary,1720,0,0,cellular,1,224,3,success,1,15.166666666666666,224.0,3.0,2010-06-15,Tuesday,June,1,Admin/Mgmt/Tech,0,0
59,retired,Single,primary,1194,1,0,cellular,4,389,2,failure,0,2.2,389.0,2.0,2010-06-15,Tuesday,June,1,Student/Retired/Unemployed,1,0
35,technician,Married,secondary,294,1,0,cellular,6,98,5,success,0,3.966666666666667,98.0,5.0,2010-06-15,Tuesday,June,1,Admin/Mgmt/Tech,1,0
45,technician,Single,tertiary,2033,0,0,cellular,5,285,2,success,1,4.05,285.0,2.0,2010-06-15,Tuesday,June,1,Admin/Mgmt/Tech,0,0
51,admin.,Married,tertiary,0,1,1,cellular,4,99,2,success,0,2.95,99.0,2.0,2010-06-15,Tuesday,June,1,Admin/Mgmt/Tech,1,1
76,self-employed,Married,unknown,4984,0,0,telephone,3,48,2,success,0,2.1,48.0,2.0,2010-06-15,Tuesday,June,1,Entrepreneur/Self-employed,0,0
27,management,Single,tertiary,2786,0,0,cellular,2,377,3,success,0,4.5,377.0,3.0,2010-06-15,Tuesday,June,1,Admin/Mgmt/Tech,0,0
64,retired,Married,secondary,3189,0,0,telephone,1,-1,0,unknown,1,3.466666666666667,,,2010-06-15,Tuesday,June,0,Student/Retired/Unemployed,0,0
28,management,Single,tertiary,2725,0,0,cellular,1,504,1,failure,1,4.866666666666666,504.0,1.0,2010-06-16,Wednesday,June,1,Admin/Mgmt/Tech,0,0
48,technician,Single,secondary,1290,0,0,unknown,1,-1,0,unknown,0,0.9666666666666667,,,2010-06-16,Wednesday,June,0,Admin/Mgmt/Tech,0,0
38,student,Single,tertiary,2946,0,0,cellular,3,-1,0,unknown,1,10.083333333333334,,,2010-06-16,Wednesday,June,0,Student/Retired/Unemployed,0,0
66,housemaid,Married,primary,1230,0,0,cellular,6,181,3,success,1,4.8,181.0,3.0,2010-06-16,Wednesday,June,1,Blue-collar/Service,0,0
30,management,Single,tertiary,572,0,0,cellular,3,183,2,success,1,5.65,183.0,2.0,2010-06-17,Thursday,June,1,Admin/Mgmt/Tech,0,0
38,blue-collar,Married,primary,1630,1,0,cellular,3,94,19,other,0,1.6833333333333333,94.0,19.0,2010-06-17,Thursday,June,1,Blue-collar/Service,1,0
39,technician,Single,secondary,1435,0,0,cellular,1,296,19,other,1,6.383333333333334,296.0,19.0,2010-06-17,Thursday,June,1,Admin/Mgmt/Tech,0,0
24,technician,Single,secondary,403,0,0,unknown,1,-1,0,unknown,1,4.116666666666666,,,2010-06-17,Thursday,June,0,Admin/Mgmt/Tech,0,0
30,services,Single,secondary,436,1,0,cellular,1,-1,0,unknown,1,28.666666666666668,,,2010-06-17,Thursday,June,0,Blue-collar/Service,1,0
24,unemployed,Married,secondary,6,0,0,unknown,1,-1,0,unknown,0,0.35,,,2010-06-17,Thursday,June,0,Student/Retired/Unemployed,0,0
75,retired,Married,primary,962,0,0,cellular,1,-1,0,unknown,0,5.733333333333333,,,2010-06-17,Thursday,June,0,Student/Retired/Unemployed,0,0
63,retired,Married,secondary,23047,0,0,cellular,1,139,2,other,0,8.833333333333334,139.0,2.0,2010-06-17,Thursday,June,1,Student/Retired/Unemployed,0,0
49,technician,Married,tertiary,1071,0,0,cellular,1,-1,0,unknown,1,2.816666666666667,,,2010-06-17,Thursday,June,0,Admin/Mgmt/Tech,0,0
34,management,Married,tertiary,3301,1,0,cellular,2,227,4,failure,1,8.083333333333334,227.0,4.0,2010-06-17,Thursday,June,1,Admin/Mgmt/Tech,1,0
36,admin.,Married,secondary,1031,0,0,cellular,4,-1,0,unknown,1,4.7,,,2010-06-17,Thursday,June,0,Admin/Mgmt/Tech,0,0
46,blue-collar,Married,secondary,1723,0,0,cellular,2,52,7,failure,1,2.933333333333333,52.0,7.0,2010-06-17,Thursday,June,1,Blue-collar/Service,0,0
32,technician,Single,tertiary,705,0,0,cellular,1,-1,0,unknown,1,9.066666666666666,,,2010-06-17,Thursday,June,0,Admin/Mgmt/Tech,0,0
52,blue-collar,Married,secondary,955,0,1,cellular,2,134,4,success,1,5.016666666666667,134.0,4.0,2010-06-17,Thursday,June,1,Blue-collar/Service,1,0
53,entrepreneur,Married,tertiary,1961,0,0,cellular,2,185,1,success,0,1.5166666666666666,185.0,1.0,2010-06-18,Friday,June,1,Entrepreneur/Self-employed,0,0
71,retired,Married,secondary,29941,0,0,telephone,1,71,3,other,0,1.3333333333333333,71.0,3.0,2010-06-18,Friday,June,1,Student/Retired/Unemployed,0,0
25,blue-collar,Single,secondary,303,0,0,cellular,1,92,1,success,1,4.2,92.0,1.0,2010-06-18,Friday,June,1,Blue-collar/Service,0,0
60,management,Married,primary,8334,0,0,cellular,1,49,7,other,0,2.3833333333333333,49.0,7.0,2010-06-18,Friday,June,1,Admin/Mgmt/Tech,0,0
29,management,Single,tertiary,1431,0,0,cellular,4,-1,0,unknown,0,3.35,,,2010-06-18,Friday,June,0,Admin/Mgmt/Tech,0,0
50,admin.,Married,secondary,100,1,0,unknown,1,-1,0,unknown,0,0.38333333333333336,,,2010-06-18,Friday,June,0,Admin/Mgmt/Tech,1,0
20,student,Single,secondary,153,0,0,unknown,1,-1,0,unknown,1,1.6666666666666667,,,2010-06-21,Monday,June,0,Student/Retired/Unemployed,0,0
46,services,Married,secondary,0,1,0,cellular,1,124,1,other,0,2.566666666666667,124.0,1.0,2010-06-22,Tuesday,June,1,Blue-collar/Service,1,0
61,retired,Married,secondary,2011,0,0,cellular,1,578,2,failure,0,4.866666666666666,578.0,2.0,2010-06-22,Tuesday,June,1,Student/Retired/Unemployed,0,0
57,management,Single,tertiary,3287,0,0,cellular,1,84,3,success,1,14.45,84.0,3.0,2010-06-22,Tuesday,June,1,Admin/Mgmt/Tech,0,0
32,admin.,Single,secondary,131,1,0,cellular,1,183,2,success,1,8.7,183.0,2.0,2010-06-22,Tuesday,June,1,Admin/Mgmt/Tech,1,0
52,management,Married,unknown,1708,0,0,telephone,1,145,3,failure,0,3.216666666666667,145.0,3.0,2010-06-23,Wednesday,June,1,Admin/Mgmt/Tech,0,0
32,management,Married,tertiary,913,1,0,cellular,1,674,4,failure,0,14.716666666666667,674.0,4.0,2010-06-23,Wednesday,June,1,Admin/Mgmt/Tech,1,0
64,retired,Single,primary,109,0,0,cellular,1,225,2,success,1,11.766666666666667,225.0,2.0,2010-06-23,Wednesday,June,1,Student/Retired/Unemployed,0,0
33,management,Single,tertiary,224,0,0,cellular,2,107,2,success,1,5.7,107.0,2.0,2010-06-23,Wednesday,June,1,Admin/Mgmt/Tech,0,0
30,blue-collar,Single,secondary,315,0,0,cellular,1,-1,0,unknown,1,23.45,,,2010-06-23,Wednesday,June,0,Blue-collar/Service,0,0
36,management,Single,tertiary,538,0,0,cellular,1,183,5,success,1,5.65,183.0,5.0,2010-06-23,Wednesday,June,1,Admin/Mgmt/Tech,0,0
32,technician,Married,tertiary,903,1,0,cellular,1,320,1,other,0,3.0166666666666666,320.0,1.0,2010-06-23,Wednesday,June,1,Admin/Mgmt/Tech,1,0
59,management,Married,tertiary,5397,0,0,cellular,3,-1,0,unknown,1,11.183333333333334,,,2010-06-23,Wednesday,June,0,Admin/Mgmt/Tech,0,0
34,student,Single,unknown,5969,0,0,cellular,2,292,10,failure,0,7.366666666666666,292.0,10.0,2010-06-23,Wednesday,June,1,Student/Retired/Unemployed,0,0
25,student,Single,secondary,1957,0,0,cellular,4,385,1,failure,1,20.116666666666667,385.0,1.0,2010-06-24,Thursday,June,1,Student/Retired/Unemployed,0,0
43,services,Married,secondary,774,0,0,cellular,1,91,2,success,1,8.033333333333333,91.0,2.0,2010-06-24,Thursday,June,1,Blue-collar/Service,0,0
75,retired,Married,secondary,468,0,0,telephone,1,-1,0,unknown,0,5.266666666666667,,,2010-06-24,Thursday,June,0,Student/Retired/Unemployed,0,0
37,self-employed,Single,tertiary,1188,0,0,cellular,1,-1,0,unknown,1,5.166666666666667,,,2010-06-24,Thursday,June,0,Entrepreneur/Self-employed,0,0
24,student,Single,unknown,1082,0,0,cellular,1,-1,0,unknown,0,3.0833333333333335,,,2010-06-24,Thursday,June,0,Student/Retired/Unemployed,0,0
35,management,Married,tertiary,1870,1,0,cellular,1,386,1,failure,0,2.2333333333333334,386.0,1.0,2010-06-24,Thursday,June,1,Admin/Mgmt/Tech,1,0
30,technician,Single,secondary,254,1,1,cellular,3,416,2,unknown,0,2.783333333333333,416.0,2.0,2010-06-24,Thursday,June,1,Admin/Mgmt/Tech,1,1
27,management,Single,tertiary,6791,0,0,cellular,5,94,30,failure,0,2.2666666666666666,94.0,30.0,2010-06-24,Thursday,June,1,Admin/Mgmt/Tech,0,0
31,technician,Married,tertiary,3338,1,0,cellular,2,185,2,success,0,2.033333333333333,185.0,2.0,2010-06-24,Thursday,June,1,Admin/Mgmt/Tech,1,0
21,student,Single,unknown,762,0,0,cellular,1,-1,0,unknown,0,4.8,,,2010-06-24,Thursday,June,0,Student/Retired/Unemployed,0,0
40,technician,Married,secondary,697,0,0,cellular,2,219,2,other,0,3.6666666666666665,219.0,2.0,2010-06-24,Thursday,June,1,Admin/Mgmt/Tech,0,0
53,blue-collar,Married,unknown,960,0,1,unknown,1,687,2,other,0,3.0,687.0,2.0,2010-06-24,Thursday,June,1,Blue-collar/Service,1,0
37,admin.,Single,secondary,450,1,1,unknown,1,-1,0,unknown,0,0.25,,,2010-06-24,Thursday,June,0,Admin/Mgmt/Tech,1,1
37,admin.,Single,secondary,16,0,0,unknown,1,-1,0,unknown,0,0.18333333333333332,,,2010-06-24,Thursday,June,0,Admin/Mgmt/Tech,0,0
26,student,Single,secondary,696,0,0,unknown,1,-1,0,unknown,0,0.36666666666666664,,,2010-06-24,Thursday,June,0,Student/Retired/Unemployed,0,0
46,blue-collar,Married,primary,67,0,0,unknown,1,-1,0,unknown,0,0.15,,,2010-06-24,Thursday,June,0,Blue-collar/Service,0,0
49,management,Married,tertiary,1167,1,1,cellular,6,150,8,failure,1,3.55,150.0,8.0,2010-06-25,Friday,June,1,Admin/Mgmt/Tech,1,1
42,technician,Single,tertiary,2611,1,0,cellular,1,389,3,failure,1,5.0,389.0,3.0,2010-06-25,Friday,June,1,Admin/Mgmt/Tech,1,0
27,blue-collar,Single,secondary,3145,0,0,cellular,1,179,2,success,1,6.233333333333333,179.0,2.0,2010-06-25,Friday,June,1,Blue-collar/Service,0,0
57,unemployed,Married,secondary,1350,0,0,cellular,1,388,1,failure,0,2.183333333333333,388.0,1.0,2010-06-25,Friday,June,1,Student/Retired/Unemployed,0,0
30,technician,Single,secondary,938,0,0,cellular,1,141,3,other,0,2.85,141.0,3.0,2010-06-25,Friday,June,1,Admin/Mgmt/Tech,0,0
45,technician,Married,tertiary,1818,1,1,cellular,1,142,5,success,0,7.116666666666666,142.0,5.0,2010-06-25,Friday,June,1,Admin/Mgmt/Tech,1,1
57,technician,Married,secondary,363,0,0,cellular,6,-1,0,unknown,0,3.25,,,2010-06-25,Friday,June,0,Admin/Mgmt/Tech,0,0
33,management,Single,tertiary,794,0,0,unknown,1,-1,0,unknown,0,0.2,,,2010-06-25,Friday,June,0,Admin/Mgmt/Tech,0,0
29,technician,Single,secondary,825,0,0,cellular,2,-1,0,unknown,1,7.866666666666666,,,2010-06-25,Friday,June,0,Admin/Mgmt/Tech,0,0
27,student,Single,secondary,833,0,0,telephone,5,-1,0,unknown,0,5.983333333333333,,,2010-06-25,Friday,June,0,Student/Retired/Unemployed,0,0
37,technician,Married,tertiary,122,0,0,cellular,2,318,3,other,1,4.433333333333334,318.0,3.0,2010-06-25,Friday,June,1,Admin/Mgmt/Tech,0,0
30,blue-collar,Single,primary,185,0,0,unknown,1,-1,0,unknown,0,0.18333333333333332,,,2010-06-26,Weekend,June,0,Blue-collar/Service,0,0
35,management,Married,tertiary,358,0,0,unknown,1,-1,0,unknown,0,0.3,,,2010-06-27,Weekend,June,0,Admin/Mgmt/Tech,0,0
34,services,Married,unknown,746,0,0,unknown,1,-1,0,unknown,0,0.5333333333333333,,,2010-06-27,Weekend,June,0,Blue-collar/Service,0,0
72,retired,Married,primary,0,0,0,cellular,6,94,6,failure,0,5.8,94.0,6.0,2010-06-28,Monday,June,1,Student/Retired/Unemployed,0,0
31,services,Single,secondary,334,0,0,unknown,1,-1,0,unknown,0,0.9,,,2010-06-28,Monday,June,0,Blue-collar/Service,0,0
47,management,Single,tertiary,334,1,0,cellular,3,94,9,success,1,10.233333333333333,94.0,9.0,2010-06-28,Monday,June,1,Admin/Mgmt/Tech,1,0
38,management,Single,tertiary,623,0,0,cellular,4,144,4,other,1,4.95,144.0,4.0,2010-06-28,Monday,June,1,Admin/Mgmt/Tech,0,0
48,management,Single,tertiary,86,0,0,cellular,3,186,6,other,1,4.683333333333334,186.0,6.0,2010-06-28,Monday,June,1,Admin/Mgmt/Tech,0,0
36,management,Married,tertiary,1790,1,0,cellular,3,392,2,other,0,2.2,392.0,2.0,2010-06-28,Monday,June,1,Admin/Mgmt/Tech,1,0
55,housemaid,Single,primary,976,0,0,cellular,1,94,3,other,1,5.75,94.0,3.0,2010-06-28,Monday,June,1,Blue-collar/Service,0,0
39,technician,Single,tertiary,393,0,0,cellular,1,94,1,success,1,5.416666666666667,94.0,1.0,2010-06-28,Monday,June,1,Admin/Mgmt/Tech,0,0
49,admin.,Single,secondary,293,0,0,cellular,1,-1,0,unknown,1,7.533333333333333,,,2010-06-28,Monday,June,0,Admin/Mgmt/Tech,0,0
26,management,Single,tertiary,222,0,0,cellular,1,63,2,success,1,4.116666666666666,63.0,2.0,2010-06-28,Monday,June,1,Admin/Mgmt/Tech,0,0
37,services,Single,secondary,23,1,0,cellular,1,182,1,failure,0,3.283333333333333,182.0,1.0,2010-06-28,Monday,June,1,Blue-collar/Service,1,0
68,retired,Single,primary,476,0,0,telephone,1,-1,0,unknown,1,6.05,,,2010-06-28,Monday,June,0,Student/Retired/Unemployed,0,0
31,student,Single,tertiary,4951,0,0,cellular,3,-1,0,unknown,0,2.5,,,2010-06-28,Monday,June,0,Student/Retired/Unemployed,0,0
22,student,Single,secondary,10971,0,0,cellular,2,-1,0,unknown,0,3.0166666666666666,,,2010-06-28,Monday,June,0,Student/Retired/Unemployed,0,0
45,management,Married,unknown,2724,0,0,cellular,2,182,1,success,1,5.983333333333333,182.0,1.0,2010-06-28,Monday,June,1,Admin/Mgmt/Tech,0,0
57,unknown,Married,primary,1884,0,0,telephone,4,-1,0,unknown,0,2.216666666666667,,,2010-06-28,Monday,June,0,Unknown,0,0
67,retired,Married,primary,2391,0,0,cellular,6,186,10,other,1,12.283333333333333,186.0,10.0,2010-06-28,Monday,June,1,Student/Retired/Unemployed,0,0
22,housemaid,Single,secondary,1796,0,0,cellular,3,-1,0,unknown,1,6.15,,,2010-06-28,Monday,June,0,Blue-collar/Service,0,0
60,retired,Married,secondary,11,0,0,cellular,1,586,2,failure,1,4.416666666666667,586.0,2.0,2010-06-29,Tuesday,June,1,Student/Retired/Unemployed,0,0
31,blue-collar,Single,secondary,54,1,0,cellular,1,-1,0,unknown,1,6.683333333333334,,,2010-06-29,Tuesday,June,0,Blue-collar/Service,1,0
60,retired,Married,secondary,2060,0,0,cellular,4,95,4,failure,0,2.25,95.0,4.0,2010-06-29,Tuesday,June,1,Student/Retired/Unemployed,0,0
58,blue-collar,Married,primary,3109,0,0,cellular,1,287,4,success,1,4.916666666666667,287.0,4.0,2010-06-29,Tuesday,June,1,Blue-collar/Service,0,0
41,admin.,Married,secondary,3126,1,0,cellular,1,91,7,failure,1,3.7,91.0,7.0,2010-06-29,Tuesday,June,1,Admin/Mgmt/Tech,1,0
47,admin.,Married,secondary,0,0,1,cellular,1,139,4,failure,0,3.966666666666667,139.0,4.0,2010-06-29,Tuesday,June,1,Admin/Mgmt/Tech,1,0
